Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
0.00,0,0,0,0,0,0,143.16999999999996,21.0,0,0
0.00,0,0,0,0,0,0,157.48000000000002,24.0,0,0
0.00,0,0,0,0,0,0,171.79000000000002,27.0,0,0
0.00,0,0,0,0,0,0,186.10000000000002,30.0,0,0
0.00,0,0,0,0,0,0,200.40999999999997,33.0,0,0
0.00,0,0,0,0,0,0,214.71999999999997,36.0,0,0
0.00,0,0,0,0,0,0,229.03000000000003,39.0,0,0
0.00,0,0,0,0,0,0,243.34000000000003,42.00000000000001,0,0
0.00,0,0,0,0,0,0,257.65000000000003,45.00000000000001,0,0
0.00,0,0,0,0,0,0,271.96000000000004,48.00000000000001,0,0
0.02,0,0,0,0,0,0,286.27000000000004,51.00000000000001,0,0
0.02,0,0,0,0,0,0,300.58000000000004,54.00000000000001,0,0
0.02,0,0,0,0,0,0,314.89000000000004,57.000000000000014,0,0
0.02,0,0,0,0,0,0,329.20000000000005,60.00000000000001,0,0
0.02,0,0,0,0,0,0,343.51,63.0,0,0
0.02,0,0,0,0,0,0,357.82,66.0,0,0
0.02,0,0,0,0,0,0,372.13,69.0,0,0
0.02,0,0,0,0,0,0,386.44,72.0,0,0
0.02,0,0,0,0,0,0,400.75,75.0,0,0
0.02,0,0,0,0,0,0,415.06,78.0,0,0
0.03,0,0,0,0,0,0,429.37,81.0,0,0
0.03,0,0,0,0,0,0,443.68,84.0,0,0
0.03,0,0,0,0,0,0,457.99,87.0,0,0
0.03,0,0,0,0,0,0,472.3,90.0,0,0
